Giver,Receiver,Year,Type,Points
IT,LU,1979,,0.0
IT,LU,1978,,12.0
IT,LU,1977,,0.0
IT,LU,1976,,0.0
IT,LU,1975,,10.0
IT,LU,1974,,2.0
IT,LU,1973,,9.0
IT,LU,1972,,9.0
IT,LU,1971,,3.0
IT,LU,1970,,0.0
IT,LU,1969,,0.0
IT,LU,1968,,0.0
IT,LU,1967,,3.0
IT,LU,1966,,0.0
IT,LU,1965,,0.0
IT,LU,1964,,3.0
IT,LU,1963,,1.0
IT,LU,1962,,0.0
IT,LU,1961,,3.0
IT,LU,1960,,1.0
IT,LU,1958,,0.0
IT,LU,1957,,4.0
MT,LU,1993,,10.0
MT,LU,1992,,10.0
MT,LU,1991,,0.0
MT,LU,1975,,5.0
MT,LU,1972,,4.0
MT,LU,1971,,7.0
MA,LU,1980,,0.0
MC,LU,1979,,4.0
MC,LU,1978,,6.0
MC,LU,1977,,0.0
MC,LU,1976,,0.0
MC,LU,1975,,0.0
MC,LU,1974,,1.0
MC,LU,1973,,7.0
MC,LU,1972,,7.0
MC,LU,1971,,6.0
MC,LU,1970,,0.0
MC,LU,1969,,3.0
MC,LU,1968,,1.0
MC,LU,1967,,1.0
MC,LU,1966,,0.0
MC,LU,1965,,0.0
MC,LU,1964,,0.0
MC,LU,1963,,0.0
MC,LU,1962,,3.0
MC,LU,1961,,4.0
MC,LU,1960,,0.0
NL,LU,1993,,0.0
NL,LU,1992,,0.0
NL,LU,1990,,0.0
NL,LU,1989,,0.0
NL,LU,1988,,5.0
NL,LU,1987,,0.0
NL,LU,1986,,8.0
NL,LU,1984,,0.0
NL,LU,1983,,1.0
NL,LU,1982,,7.0
NL,LU,1981,,0.0
NL,LU,1980,,0.0
NL,LU,1979,,4.0
NL,LU,1978,,3.0
NL,LU,1977,,0.0
NL,LU,1976,,5.0
NL,LU,1975,,12.0
NL,LU,1974,,0.0
NL,LU,1973,,9.0
NL,LU,1972,,9.0
NL,LU,1971,,3.0
NL,LU,1970,,0.0
NL,LU,1969,,1.0
NL,LU,1968,,1.0
NL,LU,1967,,4.0
NL,LU,1966,,0.0
NL,LU,1965,,5.0
NL,LU,1964,,3.0
NL,LU,1963,,0.0
NL,LU,1962,,0.0
NL,LU,1961,,1.0
NL,LU,1960,,0.0
NL,LU,1958,,0.0
NL,LU,1957,,0.0
NO,LU,1993,,0.0
NO,LU,1992,,0.0
NO,LU,1991,,0.0
NO,LU,1990,,0.0
NO,LU,1989,,0.0
NO,LU,1988,,6.0
NO,LU,1987,,0.0
NO,LU,1986,,12.0
NO,LU,1985,,4.0
NO,LU,1984,,0.0
NO,LU,1983,,0.0
NO,LU,1982,,7.0
NO,LU,1981,,0.0
NO,LU,1980,,7.0
NO,LU,1979,,2.0
NO,LU,1978,,0.0
NO,LU,1977,,0.0
NO,LU,1976,,0.0
NO,LU,1975,,0.0
NO,LU,1974,,0.0
NO,LU,1973,,8.0
NO,LU,1972,,8.0
NO,LU,1971,,4.0
NO,LU,1969,,0.0
NO,LU,1968,,0.0
NO,LU,1967,,0.0
NO,LU,1966,,0.0
NO,LU,1965,,3.0
NO,LU,1964,,0.0
NO,LU,1963,,0.0
NO,LU,1962,,0.0
NO,LU,1961,,0.0
NO,LU,1960,,0.0
PT,LU,1993,,0.0
PT,LU,1992,,0.0
PT,LU,1991,,2.0
PT,LU,1990,,3.0
PT,LU,1989,,0.0
PT,LU,1988,,4.0
PT,LU,1987,,2.0
PT,LU,1986,,6.0
PT,LU,1985,,10.0
PT,LU,1984,,0.0
PT,LU,1983,,12.0
PT,LU,1982,,6.0
PT,LU,1981,,4.0
PT,LU,1980,,0.0
PT,LU,1979,,7.0
PT,LU,1978,,12.0
PT,LU,1977,,0.0
PT,LU,1976,,0.0
PT,LU,1975,,8.0
PT,LU,1974,,0.0
PT,LU,1973,,8.0
PT,LU,1972,,7.0
PT,LU,1971,,6.0
PT,LU,1969,,0.0
PT,LU,1968,,0.0
PT,LU,1967,,0.0
PT,LU,1966,,0.0
PT,LU,1965,,0.0
PT,LU,1964,,0.0
SI,LU,1993,,1.0
ES,LU,1993,,0.0
ES,LU,1992,,0.0
ES,LU,1991,,0.0
ES,LU,1990,,0.0
ES,LU,1989,,3.0
ES,LU,1988,,0.0
ES,LU,1987,,0.0
ES,LU,1986,,0.0
ES,LU,1985,,0.0
ES,LU,1984,,7.0
ES,LU,1983,,7.0
ES,LU,1982,,5.0
ES,LU,1981,,1.0
ES,LU,1980,,3.0
ES,LU,1979,,0.0
ES,LU,1978,,12.0
ES,LU,1977,,7.0
ES,LU,1976,,0.0
ES,LU,1975,,6.0
ES,LU,1974,,1.0
ES,LU,1973,,6.0
ES,LU,1972,,2.0
ES,LU,1971,,4.0
ES,LU,1970,,0.0
ES,LU,1969,,0.0
ES,LU,1968,,0.0
ES,LU,1967,,1.0
ES,LU,1966,,0.0
ES,LU,1965,,1.0
ES,LU,1964,,0.0
ES,LU,1963,,0.0
ES,LU,1962,,3.0
ES,LU,1961,,2.0
SE,LU,1993,,0.0
SE,LU,1992,,0.0
SE,LU,1991,,1.0
SE,LU,1990,,0.0
SE,LU,1989,,0.0
SE,LU,1988,,10.0
SE,LU,1987,,0.0
SE,LU,1986,,10.0
SE,LU,1985,,0.0
SE,LU,1984,,0.0
SE,LU,1983,,10.0
SE,LU,1982,,0.0
SE,LU,1981,,5.0
SE,LU,1980,,6.0
SE,LU,1979,,0.0
SE,LU,1978,,6.0
SE,LU,1977,,0.0
SE,LU,1975,,4.0
SE,LU,1974,,0.0
SE,LU,1973,,8.0
SE,LU,1972,,8.0
SE,LU,1971,,2.0
SE,LU,1969,,0.0
SE,LU,1968,,0.0
SE,LU,1967,,0.0
SE,LU,1966,,5.0
SE,LU,1965,,1.0
SE,LU,1963,,0.0
SE,LU,1962,,0.0
SE,LU,1961,,1.0
SE,LU,1960,,0.0
SE,LU,1958,,0.0
CH,LU,1993,,0.0
CH,LU,1992,,0.0
CH,LU,1991,,0.0
CH,LU,1990,,0.0
CH,LU,1989,,0.0
CH,LU,1988,,12.0
CH,LU,1987,,0.0
CH,LU,1986,,2.0
CH,LU,1985,,0.0
CH,LU,1984,,0.0
CH,LU,1983,,3.0
CH,LU,1982,,0.0
CH,LU,1981,,6.0
CH,LU,1980,,0.0
CH,LU,1979,,3.0
CH,LU,1978,,0.0
CH,LU,1977,,0.0
CH,LU,1976,,0.0
CH,LU,1975,,0.0
CH,LU,1974,,0.0
CH,LU,1973,,10.0
CH,LU,1972,,6.0
CH,LU,1971,,3.0
CH,LU,1970,,0.0
CH,LU,1969,,0.0
CH,LU,1968,,0.0
CH,LU,1967,,0.0
CH,LU,1966,,0.0
CH,LU,1965,,3.0
CH,LU,1964,,0.0
CH,LU,1963,,2.0
CH,LU,1962,,1.0
CH,LU,1961,,1.0
CH,LU,1960,,0.0
CH,LU,1958,,1.0
CH,LU,1957,,0.0
TR,LU,1993,,0.0
TR,LU,1992,,0.0
TR,LU,1991,,3.0
TR,LU,1990,,0.0
TR,LU,1989,,0.0
TR,LU,1988,,0.0
TR,LU,1987,,0.0
TR,LU,1986,,0.0
TR,LU,1985,,0.0
TR,LU,1984,,4.0
TR,LU,1983,,8.0
TR,LU,1982,,3.0
TR,LU,1981,,0.0
TR,LU,1980,,1.0
TR,LU,1978,,2.0
TR,LU,1975,,5.0
GB,LU,1993,,0.0
GB,LU,1992,,0.0
GB,LU,1991,,3.0
GB,LU,1990,,3.0
GB,LU,1989,,0.0
GB,LU,1988,,7.0
GB,LU,1987,,2.0
GB,LU,1986,,8.0
GB,LU,1985,,0.0
GB,LU,1984,,0.0
GB,LU,1983,,0.0
GB,LU,1982,,6.0
GB,LU,1981,,0.0
GB,LU,1980,,8.0
GB,LU,1979,,10.0
GB,LU,1978,,7.0
GB,LU,1977,,0.0
GB,LU,1976,,0.0
GB,LU,1975,,3.0
GB,LU,1974,,0.0
GB,LU,1973,,10.0
GB,LU,1972,,10.0
GB,LU,1971,,6.0
GB,LU,1970,,0.0
GB,LU,1969,,0.0
GB,LU,1968,,1.0
GB,LU,1967,,2.0
GB,LU,1966,,0.0
GB,LU,1965,,0.0
GB,LU,1964,,0.0
GB,LU,1963,,0.0
GB,LU,1962,,0.0
GB,LU,1961,,0.0
GB,LU,1960,,0.0
GB,LU,1957,,1.0
YU,LU,1992,,0.0
YU,LU,1991,,0.0
YU,LU,1990,,2.0
YU,LU,1989,,0.0
YU,LU,1988,,3.0
YU,LU,1987,,0.0
YU,LU,1986,,5.0
YU,LU,1984,,8.0
YU,LU,1983,,12.0
YU,LU,1982,,0.0
YU,LU,1981,,0.0
YU,LU,1976,,0.0
YU,LU,1975,,7.0
YU,LU,1974,,2.0
YU,LU,1973,,9.0
YU,LU,1972,,10.0
YU,LU,1971,,4.0
YU,LU,1970,,0.0
YU,LU,1969,,1.0
YU,LU,1968,,0.0
YU,LU,1967,,1.0
YU,LU,1966,,0.0
YU,LU,1965,,0.0
YU,LU,1964,,0.0
YU,LU,1963,,0.0
YU,LU,1962,,0.0
YU,LU,1961,,5.0
AL,MT,2021,F,8.0
AL,MT,2019,F,0.0
AL,MT,2019,SF2,6.0
AL,MT,2016,F,2.0
AL,MT,2014,F,1.0
AL,MT,2013,F,0.0
AL,MT,2013,SF2,6.0
AL,MT,2012,F,0.0
AL,MT,2011,SF1,6.0
AL,MT,2010,SF1,2.0
AL,MT,2009,F,0.0
AL,MT,2008,SF2,8.0
AL,MT,2007,SF,6.0
AL,MT,2006,F,1.0
AL,MT,2005,F,4.0
AL,MT,2004,F,3.0
AL,MT,2004,SF,6.0
AD,MT,2009,F,1.0
AD,MT,2009,SF1,6.0
AD,MT,2007,SF,0.0
AD,MT,2006,F,0.0
AD,MT,2005,F,0.0
AD,MT,2004,F,6.0
AD,MT,2004,SF,5.0
AM,MT,2019,F,10.0
AM,MT,2019,SF2,17.0
AM,MT,2016,F,13.0
AM,MT,2016,SF1,22.0
AM,MT,2014,F,0.0
AM,MT,2013,F,6.0
AM,MT,2013,SF2,7.0
AM,MT,2011,SF1,7.0
AM,MT,2009,F,0.0
AM,MT,2009,SF1,3.0
AM,MT,2007,SF,0.0
AM,MT,2006,F,0.0
AU,MT,2022,SF2,0.0
AU,MT,2021,F,20.0
AU,MT,2021,SF1,22.0
AU,MT,2019,F,4.0
AU,MT,2018,SF2,10.0
AU,MT,2016,F,6.0
AU,MT,2015,SF2,3.0
AT,MT,2021,F,6.0
AT,MT,2019,F,0.0
AT,MT,2019,SF2,2.0
AT,MT,2017,SF2,6.0
AT,MT,2016,F,10.0
AT,MT,2016,SF1,12.0
AT,MT,2014,F,0.0
AT,MT,2014,SF2,1.0
AT,MT,2013,F,0.0
AT,MT,2012,F,0.0
AT,MT,2007,SF,0.0
AT,MT,2005,F,5.0
AT,MT,2004,F,0.0
AT,MT,2004,SF,0.0
AT,MT,2003,,0.0
AT,MT,2002,,8.0
AT,MT,2000,,2.0
AT,MT,1999,,7.0
AT,MT,1997,,0.0
AT,MT,1996,,0.0
AT,MT,1995,,2.0
AT,MT,1994,,0.0
AT,MT,1993,,4.0
AT,MT,1992,,8.0
AT,MT,1991,,4.0
AT,MT,1972,,2.0
AT,MT,1971,,4.0
AZ,MT,2023,SF1,
AZ,MT,2022,SF2,5.0
AZ,MT,2021,F,7.0
AZ,MT,2021,SF1,16.0
AZ,MT,2019,F,14.0
AZ,MT,2019,SF2,12.0
AZ,MT,2016,F,11.0
AZ,MT,2016,SF1,12.0
AZ,MT,2015,SF2,0.0
AZ,MT,2014,F,5.0
AZ,MT,2013,F,8.0
AZ,MT,2013,SF2,12.0
AZ,MT,2012,F,8.0
AZ,MT,2011,SF1,7.0
AZ,MT,2009,F,0.0
BY,MT,2019,F,12.0
BY,MT,2017,SF2,5.0
BY,MT,2016,F,5.0
BY,MT,2014,F,0.0
BY,MT,2014,SF2,4.0
BY,MT,2013,F,7.0
BY,MT,2012,F,3.0
BY,MT,2012,SF2,5.0
BY,MT,2010,SF1,2.0
BY,MT,2009,F,0.0
BY,MT,2009,SF1,8.0
BY,MT,2008,SF2,0.0
BY,MT,2007,SF,0.0
BY,MT,2006,F,0.0
BY,MT,2005,F,5.0
BY,MT,2004,F,0.0
BY,MT,2004,SF,1.0
BE,MT,2022,SF2,2.0
BE,MT,2021,F,7.0
BE,MT,2021,SF1,20.0
BE,MT,2019,F,0.0
BE,MT,2016,F,0.0
BE,MT,2014,F,0.0
BE,MT,2013,F,0.0
BE,MT,2012,F,0.0
BE,MT,2010,SF1,0.0
BE,MT,2009,F,0.0
BE,MT,2009,SF1,8.0
BE,MT,2007,SF,0.0
BE,MT,2006,F,0.0
BE,MT,2005,F,8.0
BE,MT,2004,F,0.0
BE,MT,2004,SF,0.0
BE,MT,2003,,0.0
BE,MT,2002,,7.0
BE,MT,2000,,1.0
BE,MT,1999,,0.0
BE,MT,1998,,8.0
BE,MT,1996,,0.0
BE,MT,1995,,0.0
BE,MT,1993,,0.0
BE,MT,1992,,10.0
BE,MT,1991,,4.0
BE,MT,1975,,7.0
BE,MT,1972,,2.0
BE,MT,1971,,4.0
BA,MT,2016,F,0.0
BA,MT,2016,SF1,7.0
BA,MT,2012,F,0.0
BA,MT,2012,SF2,0.0
BA,MT,2010,SF1,6.0
BA,MT,2009,F,0.0
BA,MT,2009,SF1,5.0
BA,MT,2007,SF,0.0
BA,MT,2006,F,0.0
BA,MT,2005,F,0.0
BA,MT,2004,F,1.0
BA,MT,2004,SF,4.0
BA,MT,2003,,0.0
BA,MT,2002,,4.0
BA,MT,2001,,1.0
BA,MT,1999,,7.0
BA,MT,1997,,5.0
BA,MT,1996,,0.0
BA,MT,1995,,12.0
BA,MT,1994,,12.0
BA,MT,1993,,4.0
BG,MT,2021,F,5.0
BG,MT,2017,SF2,7.0
BG,MT,2016,F,7.0
BG,MT,2013,F,0.0
BG,MT,2013,SF2,0.0
BG,MT,2012,F,0.0
BG,MT,2012,SF2,6.0
BG,MT,2009,F,0.0
BG,MT,2009,SF1,3.0
BG,MT,2008,SF2,3.0
BG,MT,2007,SF,0.0
BG,MT,2006,F,0.0
BG,MT,2005,F,0.0
HR,MT,2023,SF1,
HR,MT,2021,F,3.0
HR,MT,2021,SF1,19.0
HR,MT,2019,F,0.0
HR,MT,2019,SF2,8.0
HR,MT,2017,SF2,1.0
HR,MT,2016,F,0.0
HR,MT,2016,SF1,8.0
HR,MT,2013,F,0.0
HR,MT,2012,F,0.0
HR,MT,2012,SF2,5.0
HR,MT,2011,SF1,4.0
HR,MT,2009,F,0.0
HR,MT,2008,SF2,4.0
HR,MT,2007,SF,0.0
HR,MT,2006,F,0.0
HR,MT,2005,F,4.0
HR,MT,2004,F,2.0
HR,MT,2004,SF,1.0
HR,MT,2003,,0.0
HR,MT,2002,,12.0
HR,MT,2001,,0.0
HR,MT,2000,,8.0
HR,MT,1999,,6.0
HR,MT,1998,,7.0
HR,MT,1997,,8.0
HR,MT,1996,,12.0
HR,MT,1995,,12.0
HR,MT,1994,,7.0
HR,MT,1993,,4.0
CY,MT,2022,SF2,1.0
CY,MT,2021,F,11.0
CY,MT,2021,SF1,20.0
CY,MT,2019,F,3.0
CY,MT,2016,F,6.0
CY,MT,2016,SF1,13.0
CY,MT,2015,SF2,0.0
CY,MT,2013,F,3.0
CY,MT,2012,F,0.0
CY,MT,2009,F,0.0
CY,MT,2008,SF2,0.0
CY,MT,2007,SF,0.0
CY,MT,2006,F,0.0
CY,MT,2005,F,6.0
CY,MT,2004,F,0.0
CY,MT,2004,SF,0.0
CY,MT,2003,,0.0
CY,MT,2002,,10.0
CY,MT,2000,,8.0
CY,MT,1999,,3.0
CY,MT,1998,,5.0
CY,MT,1997,,5.0
CY,MT,1996,,0.0
CY,MT,1995,,6.0
CY,MT,1994,,2.0
CY,MT,1993,,1.0
CY,MT,1992,,1.0
CY,MT,1991,,0.0
CZ,MT,2023,SF1,
CZ,MT,2022,SF2,1.0
CZ,MT,2021,F,7.0
CZ,MT,2019,F,3.0
CZ,MT,2016,F,6.0
CZ,MT,2016,SF1,9.0
CZ,MT,2015,SF2,4.0
CZ,MT,2009,F,0.0
CZ,MT,2009,SF1,7.0
CZ,MT,2008,SF2,6.0
CZ,MT,2007,SF,0.0
DK,MT,2021,F,6.0
DK,MT,2019,F,0.0
DK,MT,2019,SF2,5.0
DK,MT,2018,SF2,9.0
DK,MT,2017,SF2,0.0
DK,MT,2016,F,0.0
DK,MT,2014,F,0.0
DK,MT,2013,F,4.0
DK,MT,2012,F,0.0
DK,MT,2009,F,0.0
DK,MT,2008,SF2,4.0
DK,MT,2007,SF,0.0
DK,MT,2006,F,0.0
DK,MT,2005,F,10.0
DK,MT,2004,F,1.0
DK,MT,2004,SF,4.0
DK,MT,2002,,12.0
DK,MT,2001,,12.0
DK,MT,2000,,3.0
DK,MT,1999,,0.0
DK,MT,1997,,3.0
DK,MT,1995,,4.0
DK,MT,1993,,5.0
DK,MT,1992,,8.0
DK,MT,1991,,0.0
EE,MT,2022,SF2,4.0
EE,MT,2021,F,1.0
EE,MT,2019,F,0.0
EE,MT,2017,SF2,4.0
EE,MT,2016,F,2.0
EE,MT,2016,SF1,10.0
EE,MT,2014,F,0.0
EE,MT,2013,F,5.0
EE,MT,2012,F,0.0
EE,MT,2012,SF2,3.0
EE,MT,2010,SF1,3.0
EE,MT,2009,F,0.0
EE,MT,2007,SF,0.0
EE,MT,2006,F,0.0
EE,MT,2005,F,4.0
EE,MT,2004,F,6.0
EE,MT,2004,SF,10.0
EE,MT,2003,,0.0
EE,MT,2002,,7.0
EE,MT,2001,,2.0
EE,MT,2000,,1.0
EE,MT,1999,,1.0
EE,MT,1998,,5.0
EE,MT,1997,,0.0
EE,MT,1996,,0.0
EE,MT,1994,,7.0
FI,MT,2023,SF1,
FI,MT,2022,SF2,0.0
FI,MT,2021,F,1.0
FI,MT,2019,F,1.0
FI,MT,2016,F,5.0
FI,MT,2016,SF1,8.0
FI,MT,2014,F,3.0
FI,MT,2014,SF2,5.0
FI,MT,2013,F,0.0
FI,MT,2013,SF2,5.0
FI,MT,2012,F,0.0
FI,MT,2011,SF1,0.0
FI,MT,2010,SF1,1.0
FI,MT,2009,F,3.0
FI,MT,2009,SF1,3.0
FI,MT,2007,SF,0.0
FI,MT,2006,F,0.0
FI,MT,2005,F,8.0
FI,MT,2004,F,0.0
FI,MT,2004,SF,0.0
FI,MT,2002,,2.0
FI,MT,2000,,0.0
FI,MT,1998,,5.0
FI,MT,1996,,0.0
FI,MT,1994,,6.0
FI,MT,1993,,0.0
FI,MT,1992,,0.0
FI,MT,1991,,0.0
FI,MT,1975,,0.0
FI,MT,1972,,5.0
FI,MT,1971,,3.0
FR,MT,2023,SF1,
FR,MT,2021,F,0.0
FR,MT,2019,F,0.0
FR,MT,2018,SF2,6.0
FR,MT,2017,SF2,6.0
FR,MT,2016,F,4.0
FR,MT,2016,SF1,10.0
FR,MT,2014,F,0.0
FR,MT,2013,F,2.0
FR,MT,2013,SF2,2.0
FR,MT,2012,F,0.0
FR,MT,2012,SF2,0.0
FR,MT,2010,SF1,0.0
FR,MT,2009,F,0.0
FR,MT,2008,SF2,0.0
FR,MT,2007,SF,0.0
FR,MT,2006,F,0.0
FR,MT,2005,F,7.0
FR,MT,2004,F,0.0
FR,MT,2003,,0.0
FR,MT,2002,,6.0
FR,MT,2001,,0.0
FR,MT,2000,,0.0
FR,MT,1999,,0.0
FR,MT,1998,,6.0
FR,MT,1997,,1.0
FR,MT,1996,,0.0
FR,MT,1995,,6.0
FR,MT,1994,,0.0
FR,MT,1993,,2.0
FR,MT,1992,,0.0
FR,MT,1991,,2.0
FR,MT,1975,,8.0
FR,MT,1972,,2.0
FR,MT,1971,,3.0
GE,MT,2022,SF2,1.0
GE,MT,2021,F,1.0
GE,MT,2019,F,0.0
GE,MT,2018,SF2,4.0
GE,MT,2016,F,0.0
GE,MT,2014,F,0.0
GE,MT,2014,SF2,8.0
GE,MT,2013,F,3.0
GE,MT,2013,SF2,6.0
GE,MT,2012,F,0.0
GE,MT,2012,SF2,4.0
GE,MT,2011,SF1,6.0
GE,MT,2008,SF2,0.0
GE,MT,2007,SF,0.0
DE,MT,2023,SF1,
DE,MT,2022,SF2,0.0
DE,MT,2021,F,8.0
DE,MT,2021,SF1,18.0
DE,MT,2019,F,3.0
DE,MT,2019,SF2,6.0
DE,MT,2018,SF2,6.0
DE,MT,2017,SF2,3.0
DE,MT,2016,F,0.0
DE,MT,2015,SF2,0.0
DE,MT,2014,F,0.0
DE,MT,2014,SF2,3.0
DE,MT,2013,F,5.0
DE,MT,2013,SF2,5.0
DE,MT,2012,F,0.0
DE,MT,2012,SF2,0.0
DE,MT,2010,SF1,2.0
DE,MT,2009,F,4.0
DE,MT,2009,SF1,3.0
DE,MT,2007,SF,0.0
DE,MT,2006,F,0.0
DE,MT,2005,F,8.0
DE,MT,2004,F,0.0
DE,MT,2004,SF,0.0
DE,MT,2003,,0.0
DE,MT,2002,,10.0
DE,MT,2001,,1.0
DE,MT,2000,,3.0
DE,MT,1999,,1.0
DE,MT,1998,,8.0
DE,MT,1997,,0.0
DE,MT,1995,,2.0
DE,MT,1994,,3.0
DE,MT,1993,,4.0
DE,MT,1992,,0.0
DE,MT,1991,,10.0
DE,MT,1975,,0.0
DE,MT,1972,,3.0
DE,MT,1971,,3.0
GR,MT,2021,F,9.0
GR,MT,2019,F,5.0
GR,MT,2016,F,4.0
GR,MT,2016,SF1,5.0
GR,MT,2014,F,0.0
GR,MT,2014,SF2,0.0
GR,MT,2013,F,3.0
GR,MT,2013,SF2,5.0
GR,MT,2012,F,0.0
GR,MT,2011,SF1,0.0
GR,MT,2010,SF1,2.0
GR,MT,2009,F,0.0
GR,MT,2007,SF,0.0
GR,MT,2006,F,0.0
GR,MT,2005,F,8.0
GR,MT,2004,F,1.0
GR,MT,2004,SF,1.0
GR,MT,2003,,0.0
GR,MT,2002,,6.0
GR,MT,2001,,3.0
GR,MT,1998,,6.0
GR,MT,1997,,8.0
GR,MT,1996,,8.0
GR,MT,1995,,0.0
GR,MT,1994,,7.0
GR,MT,1993,,5.0
GR,MT,1992,,7.0
GR,MT,1991,,2.0
HU,MT,2019,F,0.0
HU,MT,2018,SF2,0.0
HU,MT,2017,SF2,0.0
HU,MT,2016,F,10.0
HU,MT,2016,SF1,16.0
HU,MT,2014,F,0.0
HU,MT,2013,F,8.0
HU,MT,2013,SF2,8.0
HU,MT,2012,F,0.0
HU,MT,2011,SF1,2.0
HU,MT,2009,F,0.0
HU,MT,2008,SF2,0.0
HU,MT,2007,SF,0.0
HU,MT,2005,F,5.0
HU,MT,1998,,7.0
HU,MT,1997,,0.0
HU,MT,1995,,0.0
HU,MT,1994,,0.0
IS,MT,2021,F,4.0
IS,MT,2019,F,0.0
IS,MT,2016,F,4.0
IS,MT,2016,SF1,10.0
IS,MT,2015,SF2,0.0
IS,MT,2014,F,0.0
IS,MT,2013,F,5.0
IS,MT,2013,SF2,6.0
IS,MT,2012,F,0.0
IS,MT,2011,SF1,0.0
IS,MT,2010,SF1,4.0
IS,MT,2009,F,0.0
IS,MT,2009,SF1,5.0
IS,MT,2008,SF2,3.0
IS,MT,2007,SF,0.0
IS,MT,2006,F,0.0
IS,MT,2005,F,4.0
IS,MT,2004,F,0.0
IS,MT,2004,SF,2.0
IS,MT,2003,,0.0
IS,MT,2001,,3.0
IS,MT,2000,,0.0
IS,MT,1999,,0.0
IS,MT,1997,,0.0
IS,MT,1996,,0.0
IS,MT,1995,,0.0
IS,MT,1994,,0.0
IS,MT,1993,,0.0
IS,MT,1992,,8.0
IS,MT,1991,,0.0
IE,MT,2023,SF1,
IE,MT,2022,SF2,9.0
IE,MT,2021,F,14.0
IE,MT,2021,SF1,22.0
IE,MT,2019,F,0.0
IE,MT,2019,SF2,8.0
IE,MT,2017,SF2,5.0
IE,MT,2016,F,0.0
IE,MT,2015,SF2,3.0
IE,MT,2014,F,3.0
IE,MT,2014,SF2,3.0
IE,MT,2013,F,0.0
IE,MT,2012,F,0.0
IE,MT,2009,F,5.0
IE,MT,2007,SF,0.0
IE,MT,2006,F,0.0
IE,MT,2005,F,10.0
IE,MT,2004,F,6.0
IE,MT,2004,SF,1.0
IE,MT,2003,,3.0
IE,MT,2001,,0.0
IE,MT,2000,,3.0
IE,MT,1999,,0.0
IE,MT,1998,,12.0
IE,MT,1997,,7.0
IE,MT,1996,,0.0
IE,MT,1995,,4.0
IE,MT,1994,,10.0
IE,MT,1993,,2.0
IE,MT,1992,,10.0
IE,MT,1991,,12.0
IE,MT,1975,,0.0
IE,MT,1972,,4.0
IE,MT,1971,,4.0
IL,MT,2023,SF1,2.0
IL,MT,2022,SF2,2.0
IL,MT,2021,F,10.0
IL,MT,2021,SF1,18.0
IL,MT,2019,F,4.0
IL,MT,2017,SF2,2.0
IL,MT,2016,F,0.0
IL,MT,2015,SF2,10.0
IL,MT,2014,F,0.0
IL,MT,2014,SF2,0.0
IL,MT,2013,F,0.0
IL,MT,2013,SF2,2.0
IL,MT,2012,F,0.0
IL,MT,2009,F,0.0
IL,MT,2009,SF1,5.0
IL,MT,2007,SF,0.0
IL,MT,2006,F,0.0
IL,MT,2005,F,10.0
IL,MT,2004,F,4.0
IL,MT,2004,SF,6.0
IL,MT,2003,,0.0
IL,MT,2002,,10.0
IL,MT,2001,,0.0
IL,MT,2000,,3.0
IL,MT,1999,,0.0
IL,MT,1998,,7.0
IL,MT,1995,,0.0
IL,MT,1993,,3.0
IL,MT,1992,,0.0
IL,MT,1991,,0.0
IL,MT,1975,,1.0
IT,MT,2023,SF1,
IT,MT,2021,F,7.0
IT,MT,2021,SF1,14.0
IT,MT,2019,F,8.0
IT,MT,2019,SF2,12.0
IT,MT,2018,SF2,8.0
IT,MT,2016,F,5.0
IT,MT,2015,SF2,1.0
IT,MT,2014,F,1.0
IT,MT,2014,SF2,5.0
IT,MT,2013,F,10.0
IT,MT,2012,F,0.0
IT,MT,1997,,6.0
IT,MT,1993,,7.0
IT,MT,1992,,3.0
IT,MT,1991,,10.0
IT,MT,1975,,0.0
IT,MT,1972,,2.0
IT,MT,1971,,4.0
LV,MT,2023,SF1,
LV,MT,2021,F,2.0
LV,MT,2019,F,1.0
LV,MT,2019,SF2,6.0
LV,MT,2018,SF2,7.0
LV,MT,2016,F,4.0
LV,MT,2015,SF2,0.0
LV,MT,2014,F,0.0
LV,MT,2013,F,5.0
LV,MT,2013,SF2,6.0
LV,MT,2012,F,0.0
LV,MT,2010,SF1,1.0
LV,MT,2009,F,1.0
LV,MT,2008,SF2,4.0
LV,MT,2007,SF,0.0
LV,MT,2006,F,0.0
LV,MT,2005,F,5.0
LV,MT,2004,F,6.0
LV,MT,2004,SF,7.0
LV,MT,2003,,0.0
LV,MT,2002,,7.0
LV,MT,2001,,0.0
LV,MT,2000,,4.0
LT,MT,2021,F,3.0
LT,MT,2021,SF1,13.0
LT,MT,2019,F,0.0
LT,MT,2019,SF2,4.0
LT,MT,2017,SF2,1.0
LT,MT,2016,F,0.0
LT,MT,2015,SF2,0.0
LT,MT,2014,F,0.0
LT,MT,2014,SF2,1.0
LT,MT,2013,F,0.0
LT,MT,2012,F,7.0
LT,MT,2012,SF2,6.0
LT,MT,2011,SF1,1.0
LT,MT,2009,F,1.0
LT,MT,2008,SF2,0.0
LT,MT,2007,SF,0.0
LT,MT,2006,F,0.0
LT,MT,2005,F,2.0
LT,MT,2004,F,4.0
LT,MT,2004,SF,7.0
LT,MT,2002,,3.0
LT,MT,2001,,1.0
LT,MT,1999,,0.0
LT,MT,1994,,7.0
LU,MT,1993,,0.0
LU,MT,1992,,12.0
LU,MT,1991,,10.0
LU,MT,1975,,5.0
LU,MT,1972,,2.0
LU,MT,1971,,2.0
