Giver,Receiver,Year,Type,Points
MD,MT,2023,SF1,
MD,MT,2021,F,7.0
MD,MT,2019,F,1.0
MD,MT,2019,SF2,10.0
MD,MT,2018,SF2,2.0
MD,MT,2016,F,3.0
MD,MT,2016,SF1,11.0
MD,MT,2014,F,0.0
MD,MT,2013,F,0.0
MD,MT,2012,F,0.0
MD,MT,2010,SF1,0.0
MD,MT,2009,F,0.0
MD,MT,2007,SF,0.0
MD,MT,2006,F,0.0
MD,MT,2005,F,0.0
MC,MT,2006,F,0.0
MC,MT,2005,F,5.0
MC,MT,2004,F,0.0
MC,MT,2004,SF,0.0
MC,MT,1975,,0.0
MC,MT,1972,,3.0
MC,MT,1971,,2.0
ME,MT,2022,SF2,1.0
ME,MT,2019,F,6.0
ME,MT,2018,SF2,7.0
ME,MT,2016,F,12.0
ME,MT,2016,SF1,14.0
ME,MT,2015,SF2,10.0
ME,MT,2014,F,0.0
ME,MT,2013,F,0.0
ME,MT,2012,F,0.0
ME,MT,2009,F,0.0
ME,MT,2009,SF1,1.0
ME,MT,2007,SF,0.0
NL,MT,2023,SF1,
NL,MT,2021,F,8.0
NL,MT,2021,SF1,19.0
NL,MT,2019,F,8.0
NL,MT,2019,SF2,11.0
NL,MT,2018,SF2,1.0
NL,MT,2017,SF2,3.0
NL,MT,2016,F,0.0
NL,MT,2016,SF1,9.0
NL,MT,2014,F,5.0
NL,MT,2013,F,8.0
NL,MT,2012,F,0.0
NL,MT,2012,SF2,2.0
NL,MT,2009,F,0.0
NL,MT,2007,SF,0.0
NL,MT,2006,F,0.0
NL,MT,2005,F,5.0
NL,MT,2004,F,0.0
NL,MT,2004,SF,3.0
NL,MT,2003,,0.0
NL,MT,2001,,0.0
NL,MT,2000,,1.0
NL,MT,1999,,0.0
NL,MT,1998,,8.0
NL,MT,1997,,0.0
NL,MT,1996,,0.0
NL,MT,1994,,1.0
NL,MT,1993,,0.0
NL,MT,1992,,5.0
NL,MT,1975,,1.0
NL,MT,1972,,4.0
NL,MT,1971,,5.0
MK,MT,2022,SF2,9.0
MK,MT,2021,F,5.0
MK,MT,2021,SF1,20.0
MK,MT,2019,F,11.0
MK,MT,2019,SF2,11.0
MK,MT,2017,SF2,8.0
MK,MT,2016,F,0.0
MK,MT,2014,F,0.0
MK,MT,2014,SF2,12.0
MK,MT,2013,F,3.0
MK,MT,2013,SF2,12.0
MK,MT,2012,F,1.0
MK,MT,2012,SF2,2.0
MK,MT,2010,SF1,6.0
MK,MT,2009,F,0.0
MK,MT,2009,SF1,0.0
MK,MT,2008,SF2,0.0
MK,MT,2007,SF,0.0
MK,MT,2006,F,0.0
MK,MT,2005,F,0.0
MK,MT,2004,F,3.0
MK,MT,2004,SF,4.0
MK,MT,2002,,10.0
MK,MT,2000,,8.0
MK,MT,1998,,0.0
NO,MT,2023,SF1,
NO,MT,2021,F,15.0
NO,MT,2021,SF1,20.0
NO,MT,2019,F,0.0
NO,MT,2019,SF2,7.0
NO,MT,2018,SF2,6.0
NO,MT,2017,SF2,0.0
NO,MT,2016,F,0.0
NO,MT,2015,SF2,0.0
NO,MT,2014,F,0.0
NO,MT,2014,SF2,2.0
NO,MT,2013,F,10.0
NO,MT,2013,SF2,12.0
NO,MT,2012,F,0.0
NO,MT,2012,SF2,0.0
NO,MT,2011,SF1,2.0
NO,MT,2009,F,0.0
NO,MT,2007,SF,0.0
NO,MT,2006,F,0.0
NO,MT,2005,F,10.0
NO,MT,2004,F,0.0
NO,MT,2004,SF,0.0
NO,MT,2003,,0.0
NO,MT,2001,,5.0
NO,MT,2000,,2.0
NO,MT,1999,,0.0
NO,MT,1998,,12.0
NO,MT,1997,,10.0
NO,MT,1996,,1.0
NO,MT,1995,,0.0
NO,MT,1994,,0.0
NO,MT,1993,,0.0
NO,MT,1992,,0.0
NO,MT,1991,,6.0
NO,MT,1975,,2.0
NO,MT,1972,,2.0
NO,MT,1971,,2.0
PL,MT,2022,SF2,0.0
PL,MT,2021,F,4.0
PL,MT,2019,F,4.0
PL,MT,2018,SF2,1.0
PL,MT,2016,F,0.0
PL,MT,2015,SF2,0.0
PL,MT,2014,F,0.0
PL,MT,2014,SF2,4.0
PL,MT,2011,SF1,0.0
PL,MT,2010,SF1,0.0
PL,MT,2009,F,0.0
PL,MT,2007,SF,0.0
PL,MT,2006,F,0.0
PL,MT,2005,F,0.0
PL,MT,2004,F,3.0
PL,MT,2003,,0.0
PL,MT,2001,,3.0
PL,MT,1999,,0.0
PL,MT,1998,,8.0
PL,MT,1997,,0.0
PL,MT,1996,,6.0
PL,MT,1995,,0.0
PL,MT,1994,,0.0
PT,MT,2023,SF1,
PT,MT,2021,F,4.0
PT,MT,2019,F,0.0
PT,MT,2015,SF2,0.0
PT,MT,2014,F,0.0
PT,MT,2012,F,0.0
PT,MT,2012,SF2,0.0
PT,MT,2011,SF1,0.0
PT,MT,2010,SF1,3.0
PT,MT,2009,F,0.0
PT,MT,2009,SF1,6.0
PT,MT,2008,SF2,4.0
PT,MT,2007,SF,0.0
PT,MT,2006,F,0.0
PT,MT,2005,F,0.0
PT,MT,2004,F,1.0
PT,MT,2004,SF,4.0
PT,MT,2003,,1.0
PT,MT,2001,,0.0
PT,MT,1999,,1.0
PT,MT,1998,,5.0
PT,MT,1997,,0.0
PT,MT,1996,,0.0
PT,MT,1995,,0.0
PT,MT,1994,,4.0
PT,MT,1993,,2.0
PT,MT,1992,,12.0
PT,MT,1991,,7.0
PT,MT,1975,,0.0
PT,MT,1972,,2.0
PT,MT,1971,,2.0
RO,MT,2022,SF2,0.0
RO,MT,2021,F,14.0
RO,MT,2021,SF1,20.0
RO,MT,2019,F,0.0
RO,MT,2019,SF2,7.0
RO,MT,2018,SF2,10.0
RO,MT,2017,SF2,1.0
RO,MT,2014,F,0.0
RO,MT,2014,SF2,3.0
RO,MT,2013,F,5.0
RO,MT,2013,SF2,7.0
RO,MT,2012,F,0.0
RO,MT,2009,F,3.0
RO,MT,2009,SF1,6.0
RO,MT,2007,SF,0.0
RO,MT,2006,F,0.0
RO,MT,2005,F,2.0
RO,MT,2004,F,0.0
RO,MT,2004,SF,0.0
RO,MT,2003,,0.0
RO,MT,2002,,0.0
RO,MT,2000,,7.0
RO,MT,1998,,0.0
RO,MT,1994,,10.0
RU,MT,2021,F,4.0
RU,MT,2021,SF1,20.0
RU,MT,2019,F,6.0
RU,MT,2019,SF2,8.0
RU,MT,2018,SF2,0.0
RU,MT,2016,F,8.0
RU,MT,2016,SF1,10.0
RU,MT,2014,F,0.0
RU,MT,2013,F,0.0
RU,MT,2012,F,0.0
RU,MT,2011,SF1,0.0
RU,MT,2010,SF1,0.0
RU,MT,2009,F,0.0
RU,MT,2007,SF,0.0
RU,MT,2006,F,0.0
RU,MT,2005,F,12.0
RU,MT,2004,F,0.0
RU,MT,2003,,0.0
RU,MT,2002,,5.0
RU,MT,2001,,7.0
RU,MT,2000,,8.0
RU,MT,1997,,0.0
RU,MT,1995,,0.0
RU,MT,1994,,0.0
SM,MT,2022,SF2,1.0
SM,MT,2021,F,7.0
SM,MT,2019,F,0.0
SM,MT,2018,SF2,8.0
SM,MT,2017,SF2,1.0
SM,MT,2016,F,3.0
SM,MT,2016,SF1,5.0
SM,MT,2015,SF2,7.0
SM,MT,2014,F,4.0
SM,MT,2013,F,10.0
SM,MT,2013,SF2,10.0
SM,MT,2012,F,2.0
SM,MT,2011,SF1,12.0
RS,MT,2023,SF1,
RS,MT,2022,SF2,2.0
RS,MT,2021,F,0.0
RS,MT,2019,F,0.0
RS,MT,2018,SF2,4.0
RS,MT,2017,SF2,2.0
RS,MT,2016,F,10.0
RS,MT,2013,F,0.0
RS,MT,2012,F,6.0
RS,MT,2012,SF2,3.0
RS,MT,2011,SF1,5.0
RS,MT,2010,SF1,0.0
RS,MT,2009,F,7.0
RS,MT,2008,SF2,0.0
RS,MT,2007,SF,0.0
CS,MT,2006,F,0.0
CS,MT,2005,F,0.0
CS,MT,2004,F,0.0
CS,MT,2004,SF,0.0
SK,MT,2012,F,0.0
SK,MT,2012,SF2,2.0
SK,MT,2010,SF1,12.0
SK,MT,2009,F,0.0
SK,MT,1998,,12.0
SK,MT,1996,,12.0
SK,MT,1994,,10.0
SI,MT,2021,F,5.0
SI,MT,2021,SF1,11.0
SI,MT,2019,F,1.0
SI,MT,2018,SF2,8.0
SI,MT,2016,F,0.0
SI,MT,2015,SF2,0.0
SI,MT,2014,F,0.0
SI,MT,2014,SF2,0.0
SI,MT,2013,F,0.0
SI,MT,2012,F,0.0
SI,MT,2012,SF2,4.0
SI,MT,2009,F,0.0
SI,MT,2007,SF,0.0
SI,MT,2006,F,0.0
SI,MT,2005,F,1.0
SI,MT,2004,F,0.0
SI,MT,2004,SF,1.0
SI,MT,2003,,0.0
SI,MT,2002,,10.0
SI,MT,2001,,0.0
SI,MT,1999,,0.0
SI,MT,1998,,3.0
SI,MT,1997,,0.0
SI,MT,1996,,4.0
SI,MT,1995,,0.0
SI,MT,1993,,0.0
ES,MT,2022,SF2,0.0
ES,MT,2021,F,11.0
ES,MT,2019,F,0.0
ES,MT,2016,F,6.0
ES,MT,2016,SF1,8.0
ES,MT,2014,F,0.0
ES,MT,2013,F,1.0
ES,MT,2013,SF2,0.0
ES,MT,2012,F,0.0
ES,MT,2011,SF1,0.0
ES,MT,2010,SF1,1.0
ES,MT,2009,F,0.0
ES,MT,2007,SF,0.0
ES,MT,2006,F,0.0
ES,MT,2005,F,7.0
ES,MT,2004,F,0.0
ES,MT,2004,SF,0.0
ES,MT,2003,,0.0
ES,MT,2002,,10.0
ES,MT,2001,,4.0
ES,MT,2000,,1.0
ES,MT,1999,,0.0
ES,MT,1998,,5.0
ES,MT,1997,,1.0
ES,MT,1996,,10.0
ES,MT,1995,,10.0
ES,MT,1994,,0.0
ES,MT,1993,,4.0
ES,MT,1992,,12.0
ES,MT,1991,,6.0
ES,MT,1975,,0.0
ES,MT,1972,,2.0
ES,MT,1971,,5.0
SE,MT,2023,SF1,
SE,MT,2022,SF2,9.0
SE,MT,2021,F,14.0
SE,MT,2021,SF1,20.0
SE,MT,2019,F,2.0
SE,MT,2019,SF2,4.0
SE,MT,2018,SF2,4.0
SE,MT,2016,F,7.0
SE,MT,2016,SF1,10.0
SE,MT,2015,SF2,0.0
SE,MT,2014,F,0.0
SE,MT,2013,F,0.0
SE,MT,2012,F,0.0
SE,MT,2012,SF2,4.0
SE,MT,2009,F,0.0
SE,MT,2009,SF1,4.0
SE,MT,2008,SF2,0.0
SE,MT,2007,SF,0.0
SE,MT,2006,F,0.0
SE,MT,2005,F,6.0
SE,MT,2004,F,0.0
SE,MT,2004,SF,0.0
SE,MT,2003,,0.0
SE,MT,2002,,4.0
SE,MT,2001,,3.0
SE,MT,2000,,3.0
SE,MT,1999,,0.0
SE,MT,1998,,6.0
SE,MT,1997,,0.0
SE,MT,1996,,5.0
SE,MT,1995,,1.0
SE,MT,1994,,4.0
SE,MT,1993,,4.0
SE,MT,1992,,12.0
SE,MT,1991,,12.0
SE,MT,1975,,0.0
SE,MT,1972,,3.0
SE,MT,1971,,2.0
CH,MT,2023,SF1,
CH,MT,2021,F,6.0
CH,MT,2019,F,0.0
CH,MT,2019,SF2,4.0
CH,MT,2017,SF2,0.0
CH,MT,2016,F,0.0
CH,MT,2015,SF2,0.0
CH,MT,2014,F,0.0
CH,MT,2014,SF2,5.0
CH,MT,2013,F,0.0
CH,MT,2013,SF2,7.0
CH,MT,2012,F,0.0
CH,MT,2011,SF1,0.0
CH,MT,2009,F,0.0
CH,MT,2009,SF1,3.0
CH,MT,2008,SF2,0.0
CH,MT,2007,SF,0.0
CH,MT,2006,F,0.0
CH,MT,2005,F,3.0
CH,MT,2004,F,0.0
CH,MT,2004,SF,0.0
CH,MT,2002,,4.0
CH,MT,2000,,0.0
CH,MT,1998,,8.0
CH,MT,1997,,0.0
CH,MT,1996,,0.0
CH,MT,1994,,6.0
CH,MT,1993,,7.0
CH,MT,1992,,5.0
CH,MT,1991,,6.0
CH,MT,1975,,4.0
CH,MT,1972,,2.0
CH,MT,1971,,2.0
TR,MT,2012,F,2.0
TR,MT,2012,SF2,6.0
TR,MT,2011,SF1,2.0
TR,MT,2009,F,0.0
TR,MT,2009,SF1,0.0
TR,MT,2008,SF2,0.0
TR,MT,2007,SF,7.0
TR,MT,2006,F,0.0
TR,MT,2005,F,8.0
TR,MT,2004,F,0.0
TR,MT,2004,SF,0.0
TR,MT,2003,,0.0
TR,MT,2002,,5.0
TR,MT,2001,,2.0
TR,MT,2000,,5.0
TR,MT,1999,,0.0
TR,MT,1998,,10.0
TR,MT,1997,,12.0
TR,MT,1996,,10.0
TR,MT,1995,,10.0
TR,MT,1993,,5.0
TR,MT,1992,,0.0
TR,MT,1991,,7.0
TR,MT,1975,,2.0
UA,MT,2021,F,5.0
UA,MT,2021,SF1,13.0
UA,MT,2018,SF2,0.0
UA,MT,2017,SF2,0.0
UA,MT,2016,F,0.0
UA,MT,2014,F,0.0
UA,MT,2013,F,2.0
UA,MT,2012,F,7.0
UA,MT,2012,SF2,6.0
UA,MT,2009,F,0.0
UA,MT,2008,SF2,0.0
UA,MT,2007,SF,0.0
UA,MT,2006,F,0.0
UA,MT,2005,F,10.0
UA,MT,2004,F,1.0
UA,MT,2004,SF,2.0
UA,MT,2003,,0.0
GB,MT,2022,SF2,0.0
GB,MT,2021,F,6.0
GB,MT,2019,F,0.0
GB,MT,2019,SF2,9.0
GB,MT,2016,F,0.0
GB,MT,2015,SF2,5.0
GB,MT,2014,F,10.0
GB,MT,2014,SF2,7.0
GB,MT,2013,F,7.0
GB,MT,2012,F,5.0
GB,MT,2012,SF2,12.0
GB,MT,2011,SF1,0.0
GB,MT,2009,F,6.0
GB,MT,2009,SF1,10.0
GB,MT,2008,SF2,2.0
GB,MT,2007,SF,2.0
GB,MT,2006,F,0.0
GB,MT,2005,F,10.0
GB,MT,2004,F,2.0
GB,MT,2004,SF,5.0
GB,MT,2003,,0.0
GB,MT,2002,,12.0
GB,MT,2001,,1.0
GB,MT,2000,,2.0
GB,MT,1999,,6.0
GB,MT,1998,,12.0
GB,MT,1997,,0.0
GB,MT,1996,,0.0
GB,MT,1995,,7.0
GB,MT,1994,,1.0
GB,MT,1993,,6.0
GB,MT,1992,,0.0
GB,MT,1991,,7.0
GB,MT,1975,,0.0
GB,MT,1972,,6.0
GB,MT,1971,,3.0
YU,MT,1992,,10.0
YU,MT,1991,,1.0
YU,MT,1975,,2.0
YU,MT,1972,,2.0
YU,MT,1971,,2.0
AT,MA,1980,,0.0
BE,MA,1980,,0.0
DK,MA,1980,,0.0
FI,MA,1980,,0.0
FR,MA,1980,,0.0
DE,MA,1980,,0.0
GR,MA,1980,,0.0
IE,MA,1980,,0.0
IT,MA,1980,,7.0
LU,MA,1980,,0.0
NL,MA,1980,,0.0
NO,MA,1980,,0.0
PT,MA,1980,,0.0
ES,MA,1980,,0.0
SE,MA,1980,,0.0
CH,MA,1980,,0.0
TR,MA,1980,,0.0
GB,MA,1980,,0.0
AL,MD,2023,F,0.0
AL,MD,2022,F,1.0
AL,MD,2022,SF1,0.0
AL,MD,2021,F,7.0
AL,MD,2021,SF2,3.0
AL,MD,2019,SF2,3.0
AL,MD,2018,F,2.0
AL,MD,2017,F,0.0
AL,MD,2017,SF1,19.0
AL,MD,2015,SF1,2.0
AL,MD,2014,SF1,4.0
AL,MD,2013,F,0.0
AL,MD,2012,F,0.0
AL,MD,2012,SF1,4.0
AL,MD,2011,F,0.0
AL,MD,2010,F,0.0
AL,MD,2010,SF1,0.0
AL,MD,2009,F,0.0
AL,MD,2009,SF2,0.0
AL,MD,2007,F,0.0
AL,MD,2007,SF,0.0
AL,MD,2006,F,0.0
AL,MD,2005,F,0.0
AL,MD,2005,SF,3.0
AD,MD,2009,F,0.0
AD,MD,2008,SF1,1.0
AD,MD,2007,F,4.0
AD,MD,2007,SF,0.0
AD,MD,2006,F,0.0
AD,MD,2005,F,0.0
AD,MD,2005,SF,0.0
AM,MD,2023,F,0.0
AM,MD,2022,F,6.0
AM,MD,2022,SF1,7.0
AM,MD,2019,SF2,8.0
AM,MD,2018,F,11.0
AM,MD,2017,F,14.0
AM,MD,2017,SF1,18.0
AM,MD,2016,SF1,6.0
AM,MD,2015,SF1,6.0
AM,MD,2014,SF1,0.0
AM,MD,2013,F,0.0
AM,MD,2011,F,0.0
AM,MD,2010,F,0.0
AM,MD,2009,F,2.0
AM,MD,2008,SF1,6.0
AM,MD,2007,F,3.0
AM,MD,2007,SF,7.0
AM,MD,2006,F,0.0
AU,MD,2023,F,0.0
AU,MD,2022,F,4.0
AU,MD,2021,F,0.0
AU,MD,2018,F,7.0
AU,MD,2018,SF2,20.0
AU,MD,2017,F,22.0
AU,MD,2017,SF1,22.0
AU,MD,2015,SF1,0.0
AT,MD,2023,F,0.0
AT,MD,2022,F,7.0
AT,MD,2022,SF1,10.0
AT,MD,2021,F,0.0
AT,MD,2021,SF2,8.0
AT,MD,2019,SF2,0.0
AT,MD,2018,F,0.0
AT,MD,2017,F,3.0
AT,MD,2016,SF1,0.0
AT,MD,2015,SF1,0.0
AT,MD,2013,F,2.0
AT,MD,2013,SF1,7.0
AT,MD,2012,F,1.0
AT,MD,2012,SF1,6.0
AT,MD,2011,F,5.0
AT,MD,2011,SF2,0.0
AT,MD,2007,F,0.0
AT,MD,2007,SF,0.0
AT,MD,2005,F,2.0
AT,MD,2005,SF,8.0
AZ,MD,2023,F,0.0
AZ,MD,2023,SF1,4.0
AZ,MD,2022,F,0.0
AZ,MD,2021,F,9.0
AZ,MD,2019,SF2,3.0
AZ,MD,2018,F,11.0
AZ,MD,2017,F,20.0
AZ,MD,2017,SF1,15.0
AZ,MD,2016,SF1,5.0
AZ,MD,2014,SF1,0.0
AZ,MD,2013,F,1.0
AZ,MD,2012,F,0.0
AZ,MD,2012,SF1,6.0
AZ,MD,2011,F,7.0
AZ,MD,2010,F,6.0
AZ,MD,2009,F,7.0
AZ,MD,2009,SF2,7.0
AZ,MD,2008,SF1,5.0
BY,MD,2018,F,6.0
BY,MD,2017,F,10.0
BY,MD,2015,SF1,5.0
BY,MD,2013,F,4.0
BY,MD,2013,SF1,6.0
BY,MD,2012,F,5.0
BY,MD,2011,F,7.0
BY,MD,2011,SF2,10.0
BY,MD,2010,F,4.0
BY,MD,2010,SF1,10.0
BY,MD,2009,F,0.0
BY,MD,2007,F,8.0
BY,MD,2007,SF,12.0
BY,MD,2006,F,0.0
BY,MD,2005,F,7.0
BY,MD,2005,SF,10.0
BE,MD,2023,F,0.0
BE,MD,2022,F,8.0
BE,MD,2021,F,0.0
BE,MD,2018,F,0.0
BE,MD,2017,F,7.0
BE,MD,2017,SF1,11.0
BE,MD,2015,SF1,0.0
BE,MD,2014,SF1,0.0
BE,MD,2013,F,3.0
BE,MD,2013,SF1,5.0
BE,MD,2012,F,0.0
BE,MD,2012,SF1,0.0
BE,MD,2011,F,1.0
BE,MD,2011,SF2,0.0
BE,MD,2010,F,0.0
BE,MD,2010,SF1,2.0
BE,MD,2009,F,4.0
BE,MD,2008,SF1,0.0
BE,MD,2007,F,0.0
BE,MD,2007,SF,0.0
BE,MD,2006,F,0.0
BE,MD,2005,F,1.0
BE,MD,2005,SF,4.0
BA,MD,2016,SF1,0.0
BA,MD,2012,F,0.0
BA,MD,2011,F,0.0
BA,MD,2011,SF2,0.0
BA,MD,2010,F,0.0
BA,MD,2010,SF1,0.0
BA,MD,2009,F,0.0
BA,MD,2008,SF1,0.0
BA,MD,2007,F,0.0
BA,MD,2007,SF,0.0
BA,MD,2006,F,0.0
BA,MD,2005,F,4.0
BA,MD,2005,SF,6.0
BG,MD,2022,F,7.0
BG,MD,2022,SF1,9.0
BG,MD,2021,F,12.0
BG,MD,2021,SF2,12.0
BG,MD,2018,F,8.0
BG,MD,2017,F,10.0
BG,MD,2013,F,3.0
BG,MD,2012,F,0.0
BG,MD,2011,F,0.0
BG,MD,2011,SF2,2.0
BG,MD,2010,F,0.0
BG,MD,2009,F,0.0
BG,MD,2007,F,4.0
BG,MD,2007,SF,1.0
BG,MD,2006,F,0.0
BG,MD,2005,F,6.0
BG,MD,2005,SF,6.0
HR,MD,2023,F,3.0
HR,MD,2023,SF1,3.0
HR,MD,2022,F,8.0
HR,MD,2022,SF1,10.0
HR,MD,2021,F,0.0
HR,MD,2019,SF2,2.0
HR,MD,2018,F,8.0
HR,MD,2017,F,4.0
HR,MD,2016,SF1,0.0
HR,MD,2013,F,0.0
HR,MD,2013,SF1,1.0
HR,MD,2012,F,1.0
HR,MD,2011,F,0.0
HR,MD,2010,F,0.0
HR,MD,2009,F,3.0
HR,MD,2009,SF2,5.0
HR,MD,2007,F,0.0
HR,MD,2007,SF,0.0
HR,MD,2006,F,0.0
HR,MD,2005,F,1.0
HR,MD,2005,SF,4.0
CY,MD,2023,F,1.0
CY,MD,2022,F,0.0
CY,MD,2021,F,0.0
CY,MD,2018,F,10.0
CY,MD,2017,F,6.0
CY,MD,2017,SF1,7.0
CY,MD,2016,SF1,2.0
CY,MD,2013,F,0.0
CY,MD,2013,SF1,5.0
CY,MD,2012,F,0.0
CY,MD,2012,SF1,3.0
CY,MD,2011,F,0.0
CY,MD,2011,SF2,0.0
CY,MD,2010,F,0.0
CY,MD,2009,F,0.0
CY,MD,2009,SF2,7.0
CY,MD,2007,F,2.0
CY,MD,2007,SF,6.0
CY,MD,2006,F,0.0
CY,MD,2005,F,2.0
CY,MD,2005,SF,8.0
CZ,MD,2023,F,5.0
CZ,MD,2023,SF1,7.0
CZ,MD,2022,F,8.0
CZ,MD,2021,F,12.0
CZ,MD,2021,SF2,12.0
CZ,MD,2018,F,6.0
CZ,MD,2017,F,8.0
CZ,MD,2017,SF1,16.0
CZ,MD,2016,SF1,0.0
CZ,MD,2009,F,0.0
CZ,MD,2007,F,0.0
CZ,MD,2007,SF,0.0
DK,MD,2023,F,1.0
DK,MD,2022,F,5.0
DK,MD,2022,SF1,6.0
DK,MD,2021,F,0.0
DK,MD,2021,SF2,0.0
DK,MD,2019,SF2,2.0
DK,MD,2018,F,0.0
DK,MD,2018,SF2,8.0
DK,MD,2017,F,11.0
DK,MD,2015,SF1,0.0
DK,MD,2014,SF1,0.0
DK,MD,2013,F,0.0
DK,MD,2013,SF1,6.0
DK,MD,2012,F,7.0
DK,MD,2012,SF1,6.0
DK,MD,2011,F,0.0
DK,MD,2011,SF2,0.0
DK,MD,2010,F,0.0
DK,MD,2009,F,0.0
DK,MD,2009,SF2,0.0
DK,MD,2007,F,0.0
DK,MD,2007,SF,0.0
DK,MD,2006,F,0.0
DK,MD,2005,F,0.0
DK,MD,2005,SF,0.0
EE,MD,2023,F,0.0
EE,MD,2022,F,6.0
EE,MD,2021,F,0.0
EE,MD,2021,SF2,12.0
EE,MD,2018,F,1.0
EE,MD,2017,F,4.0
EE,MD,2016,SF1,0.0
EE,MD,2015,SF1,0.0
EE,MD,2014,SF1,0.0
EE,MD,2013,F,0.0
EE,MD,2013,SF1,3.0
EE,MD,2012,F,0.0
EE,MD,2011,F,0.0
EE,MD,2011,SF2,0.0
EE,MD,2010,F,0.0
EE,MD,2010,SF1,0.0
EE,MD,2009,F,0.0
EE,MD,2009,SF2,2.0
EE,MD,2008,SF1,0.0
EE,MD,2007,F,0.0
EE,MD,2007,SF,0.0
EE,MD,2006,F,0.0
EE,MD,2005,F,6.0
EE,MD,2005,SF,5.0
FI,MD,2023,F,3.0
FI,MD,2023,SF1,7.0
FI,MD,2022,F,5.0
FI,MD,2021,F,2.0
FI,MD,2021,SF2,5.0
FI,MD,2018,F,0.0
FI,MD,2017,F,8.0
FI,MD,2017,SF1,14.0
FI,MD,2016,SF1,0.0
FI,MD,2015,SF1,0.0
FI,MD,2013,F,0.0
FI,MD,2012,F,0.0
FI,MD,2012,SF1,6.0
FI,MD,2011,F,0.0
FI,MD,2010,F,0.0
FI,MD,2010,SF1,0.0
FI,MD,2009,F,0.0
FI,MD,2008,SF1,0.0
FI,MD,2007,F,2.0
FI,MD,2007,SF,0.0
FI,MD,2006,F,0.0
FI,MD,2005,F,0.0
FI,MD,2005,SF,3.0
FR,MD,2023,F,8.0
FR,MD,2023,SF1,10.0
FR,MD,2022,F,10.0
FR,MD,2022,SF1,7.0
FR,MD,2021,F,7.0
FR,MD,2021,SF2,13.0
FR,MD,2018,F,6.0
FR,MD,2018,SF2,12.0
FR,MD,2017,F,7.0
FR,MD,2016,SF1,2.0
FR,MD,2015,SF1,0.0
FR,MD,2014,SF1,0.0
FR,MD,2013,F,4.0
FR,MD,2012,F,0.0
FR,MD,2011,F,4.0
FR,MD,2011,SF2,0.0
FR,MD,2010,F,0.0
FR,MD,2010,SF1,3.0
FR,MD,2009,F,0.0
FR,MD,2009,SF2,7.0
FR,MD,2007,F,0.0
FR,MD,2007,SF,0.0
FR,MD,2006,F,0.0
FR,MD,2005,F,2.0
FR,MD,2005,SF,5.0
GE,MD,2023,F,3.0
GE,MD,2022,F,8.0
GE,MD,2021,F,2.0
GE,MD,2021,SF2,0.0
GE,MD,2018,F,3.0
GE,MD,2018,SF2,15.0
GE,MD,2017,F,0.0
GE,MD,2017,SF1,9.0
GE,MD,2015,SF1,10.0
GE,MD,2013,F,0.0
GE,MD,2012,F,0.0
GE,MD,2011,F,5.0
GE,MD,2010,F,1.0
GE,MD,2007,F,3.0
GE,MD,2007,SF,7.0
DE,MD,2023,F,0.0
DE,MD,2023,SF1,6.0
DE,MD,2022,F,10.0
DE,MD,2021,F,0.0
DE,MD,2019,SF2,0.0
DE,MD,2018,F,0.0
DE,MD,2018,SF2,9.0
DE,MD,2017,F,7.0
DE,MD,2013,F,0.0
DE,MD,2012,F,0.0
DE,MD,2011,F,4.0
DE,MD,2011,SF2,5.0
DE,MD,2010,F,0.0
DE,MD,2010,SF1,0.0
DE,MD,2009,F,0.0
DE,MD,2008,SF1,0.0
DE,MD,2007,F,0.0
DE,MD,2007,SF,0.0
DE,MD,2006,F,0.0
DE,MD,2005,F,1.0
DE,MD,2005,SF,0.0
GR,MD,2023,F,0.0
GR,MD,2022,F,9.0
GR,MD,2022,SF1,13.0
GR,MD,2021,F,10.0
GR,MD,2021,SF2,24.0
GR,MD,2018,F,11.0
GR,MD,2017,F,13.0
GR,MD,2017,SF1,10.0
GR,MD,2016,SF1,3.0
GR,MD,2015,SF1,0.0
GR,MD,2013,F,0.0
GR,MD,2012,F,2.0
GR,MD,2012,SF1,6.0
GR,MD,2011,F,0.0
GR,MD,2010,F,0.0
GR,MD,2010,SF1,4.0
GR,MD,2009,F,0.0
GR,MD,2009,SF2,6.0
GR,MD,2008,SF1,4.0
GR,MD,2007,F,10.0
GR,MD,2007,SF,3.0
GR,MD,2006,F,1.0
GR,MD,2005,F,7.0
GR,MD,2005,SF,6.0
HU,MD,2018,F,2.0
HU,MD,2018,SF2,10.0
HU,MD,2017,F,10.0
HU,MD,2016,SF1,0.0
HU,MD,2015,SF1,0.0
HU,MD,2014,SF1,0.0
HU,MD,2013,F,0.0
HU,MD,2012,F,2.0
HU,MD,2012,SF1,2.0
HU,MD,2011,F,0.0
HU,MD,2009,F,0.0
HU,MD,2009,SF2,5.0
HU,MD,2007,F,5.0
HU,MD,2007,SF,0.0
HU,MD,2005,F,4.0
HU,MD,2005,SF,6.0
IS,MD,2023,F,0.0
IS,MD,2022,F,6.0
IS,MD,2022,SF1,7.0
IS,MD,2021,F,0.0
IS,MD,2021,SF2,6.0
IS,MD,2018,F,0.0
IS,MD,2017,F,6.0
IS,MD,2017,SF1,8.0
IS,MD,2016,SF1,0.0
IS,MD,2014,SF1,0.0
IS,MD,2013,F,0.0
IS,MD,2012,F,0.0
IS,MD,2012,SF1,0.0
